,PlatformWorkedWith,Windows,iOS,AWS,Docker,Linux,MacOS,Android,WordPress,Raspberry Pi,Heroku,Google Cloud Platform,Kubernetes,Arduino,Slack Apps and Integrations,Microsoft Azure,IBM Cloud or Watson
32254,Android;Linux;Windows;WordPress,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
32255,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32256,Android;Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
32257,Google Cloud Platform;Windows,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32258,Android;Docker;Google Cloud Platform;Kubernetes;Microsoft Azure;Windows;WordPress,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
32259,Linux;Microsoft Azure;Slack Apps and Integrations,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
32260,AWS;Docker;Heroku;Kubernetes;MacOS;Raspberry Pi,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
32261,Arduino;Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32262,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32263,AWS;Docker;Kubernetes;Linux;Slack Apps and Integrations,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
32264,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32265,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
32266,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32267,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32268,AWS;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32269,Android;AWS;Docker;Linux;MacOS,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
32270,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32271,Android;iOS;Microsoft Azure;Windows,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32272,Android;Arduino;Google Cloud Platform;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
32273,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32274,Android;Docker;Google Cloud Platform;iOS;Linux;MacOS,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
32275,Heroku,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32276,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32277,AWS;Docker;Heroku,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
32278,AWS;Docker;Linux;Raspberry Pi;Windows,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
32279,Android;Arduino;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Windows;WordPress,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0
32280,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32281,Arduino;Docker;Raspberry Pi;Windows,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
32282,Android;Arduino;Raspberry Pi,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
32283,Linux;MacOS;Microsoft Azure,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
32284,Arduino;Linux;Raspberry Pi;Windows;WordPress,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
32285,AWS;Linux;MacOS;Windows,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
32286,Android;AWS;iOS,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
32287,AWS;Microsoft Azure;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32288,Heroku;Windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32289,Linux;Windows;WordPress,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
32290,Android;Docker;Heroku;iOS;Linux;MacOS,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
32291,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32292,AWS;Docker;Kubernetes;Linux,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
32293,Android;iOS;MacOS;Windows,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32294,Arduino;Google Cloud Platform;Heroku;Linux,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
32295,AWS;Docker;Kubernetes;Linux;Microsoft Azure,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
32296,iOS;Microsoft Azure;Slack Apps and Integrations;Windows,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
32297,Google Cloud Platform;Heroku;Linux;WordPress,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
32298,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32299,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32300,Android;AWS;Docker;iOS;Linux;MacOS;Slack Apps and Integrations,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
32301,Android;Slack Apps and Integrations,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32302,AWS;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32303,AWS;Heroku;Linux,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
32304,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32305,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32306,AWS;Microsoft Azure;Slack Apps and Integrations;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
32307,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32308,Raspberry Pi;WordPress,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
32309,Android;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Windows;WordPress,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0
32310,Google Cloud Platform;Heroku;Linux;Windows,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
32311,Android;Docker;iOS;Linux;MacOS;Windows,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
32312,Android;Arduino;Docker;iOS;Linux;MacOS;Windows,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
32313,Docker;Raspberry Pi,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32314,Android;iOS;MacOS;Windows,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32315,Android;WordPress,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
32316,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32317,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32318,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32319,Docker;Kubernetes;Linux,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
32320,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32321,Docker;Kubernetes;WordPress,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
32322,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32323,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
32324,AWS;Docker;Heroku;MacOS;Raspberry Pi;Slack Apps and Integrations,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
32325,Arduino;Linux;MacOS;Raspberry Pi;Windows,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
32326,Android;Arduino;Google Cloud Platform;iOS;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0
32327,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Slack Apps and Integrations,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
32328,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32329,Linux;MacOS;Slack Apps and Integrations;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
32330,AWS;Docker;Kubernetes;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
32331,Android;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32332,AWS;Docker;Kubernetes;Raspberry Pi,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
32333,Android;Arduino;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;Slack Apps and Integrations;WordPress,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0
32334,Arduino;Docker;Linux;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0
32335,Heroku;Windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32336,Android;Docker;Heroku;Linux,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
32337,Arduino;Google Cloud Platform;Heroku;Windows;WordPress,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
32338,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32339,Heroku;IBM Cloud or Watson;WordPress,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
32340,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32341,Android;AWS;Docker;Linux;MacOS;Windows,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
32342,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32344,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32345,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
32346,Docker;Microsoft Azure;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32347,Android;Linux;Windows;WordPress,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
32348,AWS;Docker;Linux;MacOS;Windows,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
32349,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
32350,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32351,Linux;Raspberry Pi;Windows;WordPress,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
32352,Arduino;Heroku;MacOS;Windows,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
32353,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32354,Android;Google Cloud Platform;Windows,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
32355,Heroku;Linux;Windows,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32356,Android;AWS;Docker;iOS;Linux;MacOS;Windows,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
32357,Docker;Google Cloud Platform;Kubernetes;Linux;Windows;WordPress,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
32358,Android;Docker;Linux;Windows,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
32359,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32360,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32361,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32362,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32363,Android;AWS;Docker;Linux,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
32364,Android;Arduino;Docker;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
32365,Android;Docker;iOS;Linux;MacOS;Slack Apps and Integrations,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
32366,AWS;Kubernetes,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32367,Docker;Microsoft Azure;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32368,AWS;Docker;Kubernetes;MacOS;Raspberry Pi,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
32369,AWS;Docker;Linux;Raspberry Pi;Windows,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
32370,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32371,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32372,AWS;Docker;MacOS,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
32373,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32374,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32375,Android;Docker;iOS;Kubernetes;Linux;MacOS;Slack Apps and Integrations;WordPress,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0
32376,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32377,Docker;Kubernetes;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
32378,Android;AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
32379,Android;iOS,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32380,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32381,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32382,Linux;WordPress,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
32383,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32384,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32385,AWS;Google Cloud Platform;Linux;MacOS;Windows,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
32386,Docker;Linux;Raspberry Pi,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
32387,AWS;Docker;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
32388,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32389,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32390,Android;Arduino;Docker;Heroku;Linux;MacOS;Raspberry Pi,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0
32391,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32392,Google Cloud Platform;Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
32393,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Windows,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0
32394,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32395,AWS;Docker;Kubernetes;Linux;Slack Apps and Integrations,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
32396,Android;AWS;Docker;iOS;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows;WordPress,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
32397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32398,Android;Google Cloud Platform;Microsoft Azure,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
32399,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32400,iOS;MacOS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32401,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0
32402,Kubernetes;Raspberry Pi,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32403,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32404,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32405,Docker;Microsoft Azure;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32406,AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32407,Docker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32408,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32409,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32410,Android;AWS;Microsoft Azure;Windows,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
32411,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;MacOS;Windows,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
32412,Docker;Heroku;Linux;MacOS;Raspberry Pi;Windows;WordPress,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
32413,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32414,Android;Arduino;Google Cloud Platform;Heroku;Linux;MacOS;Raspberry Pi;Windows,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0
32415,AWS;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32416,Android;Docker;Linux;Raspberry Pi,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
32417,Heroku;Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
32418,Docker;MacOS;Slack Apps and Integrations;Windows,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
32419,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32420,Google Cloud Platform;WordPress,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32421,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32422,Arduino;AWS;Docker;Kubernetes;Linux;MacOS;Windows,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
32423,Android;Linux;Windows;WordPress,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
32424,AWS;Linux,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32425,AWS;Linux;MacOS;Windows,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
32426,Arduino;Linux;Microsoft Azure;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
32427,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32428,Heroku;Windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32429,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32430,Android;Arduino;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Raspberry Pi,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
32431,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32432,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32433,AWS;Docker;Kubernetes,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
32434,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32435,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32436,AWS;Linux;Microsoft Azure;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
32437,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Slack Apps and Integrations;Windows,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0
32438,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32439,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32440,AWS;Linux;Microsoft Azure;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
32441,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32442,Android;Google Cloud Platform,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
32443,Android;Arduino;Docker;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
32444,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32445,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32446,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32447,Docker;MacOS;Windows;WordPress,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
32448,Docker;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
32449,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32450,Arduino;Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
32451,Android;Docker;Heroku;iOS;Linux;MacOS,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
32452,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32453,Android;Docker;Google Cloud Platform;iOS;MacOS,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
32454,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32455,Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
32456,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32457,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32458,Android;Docker;Kubernetes;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0
32459,Docker;Linux;Raspberry Pi,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
32460,Docker;Google Cloud Platform;Microsoft Azure;Windows;WordPress,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
32461,Linux;Raspberry Pi;Windows;WordPress,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
32462,AWS;Docker;MacOS;Windows,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
32463,Docker;Google Cloud Platform;Linux,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
32464,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32465,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32466,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32467,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32468,Google Cloud Platform,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32469,AWS;Docker,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32470,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32471,Android;Docker;Linux;MacOS;Windows,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
32472,Android;Docker;Linux;MacOS;WordPress,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
32473,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Windows,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
32474,Google Cloud Platform;Heroku;Linux;Slack Apps and Integrations,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
32475,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32476,AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32477,Android;MacOS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32478,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32479,AWS;Google Cloud Platform;Linux;Microsoft Azure;Raspberry Pi,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
32480,AWS;Heroku,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32481,iOS;MacOS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32482,Docker;Microsoft Azure;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32483,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32484,Arduino;Windows,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32485,AWS;Docker;Google Cloud Platform;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
32486,Arduino,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32487,AWS;Docker;MacOS,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
32488,Android;Arduino;Google Cloud Platform;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
32489,Android;Arduino;AWS;Docker;Google Cloud Platform;Linux;Raspberry Pi;WordPress,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
32490,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32491,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32492,AWS;Raspberry Pi,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
32493,Arduino,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32494,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32495,AWS;Docker;Raspberry Pi;Windows,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
32496,Android;AWS;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
32497,Google Cloud Platform,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32498,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
32499,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32500,Android;Docker;Kubernetes;Linux,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
32501,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32502,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32503,AWS;Docker;Linux;MacOS;Windows,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
32504,Android;iOS;MacOS;Windows,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32505,Android;Arduino;Docker;Linux;MacOS;Raspberry Pi;Windows,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
32506,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32507,Docker;Kubernetes;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
32508,AWS;Linux;Slack Apps and Integrations;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
32509,Android;Google Cloud Platform;Linux;Microsoft Azure;Windows,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
32510,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32511,Android;Heroku;Microsoft Azure;Windows,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
32512,Docker;Microsoft Azure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32513,Docker;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32514,AWS;Google Cloud Platform;Linux,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
32515,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32516,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
